股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
603677.SH,奇精机械,15.29,15.51,15.69,14.92,2711098.0,-0.45,15.47,15.28,15.39,15.35,14.76,-0.01,15.93,15.39,14.84,57.98,48.32,77.31,885519070.0,家用电器-白色家电-其他白色家电,新能源汽车;家用电器,806,缩量||阳线||价跌量缩
000803.SZ,金宇车城,15.28,15.04,15.28,15.03,472201.0,-1.18,15.37,15.34,15.34,15.21,13.78,-0.24,16.10,15.34,14.58,30.2,37.11,16.4,1921072600.0,机械设备-电气设备-电源设备,体外诊断;成渝特区;北京国资改革;地方国资改革;摘帽;风电;光伏概念,7721,缩量||价跌量缩||回调缩量
300282.SZ,三盛教育,15.28,15.44,15.56,15.01,4585970.0,1.11,15.15,15.06,14.40,14.12,14.35,0.23,15.94,14.40,12.86,68.64,69.77,66.37,3511522800.0,信息服务-计算机应用-软件开发及服务,诺基亚;二胎概念;三星;职业教育;触摸屏;股权转让;年报预增;高送转,2672,底部吸筹||价升量缩||缩量
000998.SZ,隆平高科,15.25,14.79,15.26,14.68,19583903.0,-3.14,15.20,15.31,15.72,15.88,15.16,-0.26,16.69,15.72,14.76,22.12,24.2,17.96,14275621000.0,农林牧渔-种植业与林业-种子生产,参股新三板;三农;电子商务;棉;生物育种;普麦;新疆发展;强麦;早籼稻;融资融券;乡村振兴;深股通;晚籼稻;粳稻;超级稻;转融券标的;生态农业;玉米种业;安邦系;转基因;农业种植;股权转让;央企国资改革;玉米;MSCI预期,6707,放量||阴线||价跌量升
000666.SZ,经纬纺机,15.24,14.92,15.34,14.6,15547347.0,-2.23,15.53,15.30,14.88,14.56,13.58,-0.03,16.32,14.88,13.45,47.86,59.12,25.35,4379300000.0,金融服务-保险及其他-多元金融,基因测序;深股通;信托概念;央企国资改革;恒大概念,8169,缩量||回调缩量||阴线
600998.SH,九州通,15.24,15.09,15.25,14.98,7118271.0,-0.98,15.31,15.50,15.62,15.81,15.47,-0.17,16.12,15.62,15.12,19.43,26.5,5.28,25049999000.0,医药生物-医药商业-医药商业Ⅲ,参股民营银行;养老概念;MSCI概念;空气净化;融资融券;沪股通;转融券标的;健康中国;互联网+;医疗器械概念;医药电商;互联网医疗,3094,放量||价跌量缩||阴线
000590.SZ,启迪古汉,15.23,14.86,15.42,14.8,10847920.0,-1.79,15.88,16.21,16.67,14.20,10.85,-1.13,20.06,16.67,13.29,12.27,19.7,-2.59,3317290300.0,医药生物-中药-中药Ⅲ,中医药;健康中国;高校;医保目录;地方国资改革;保健品;雄安新区,8495,缩量||价跌量缩||回调缩量
000789.SZ,万年青,15.22,15.14,15.42,15.03,13672472.0,-0.98,15.72,15.78,15.88,15.23,13.57,-0.46,17.46,15.88,14.29,16.44,24.38,0.56,9286116300.0,建筑材料-建筑材料-水泥制造,交通示范区;保障房;鄱阳湖经济区;融资融券;转融券标的;深股通;水泥;年报预增,7882,缩量||价跌量缩||回调缩量
300532.SZ,今天国际,15.22,16.0,16.74,15.22,11898857.0,5.13,15.25,15.15,14.97,14.95,13.62,-0.01,16.08,14.97,13.86,53.68,45.02,70.99,1914000200.0,信息服务-计算机应用-软件开发及服务,智能物流;国资驰援;宁德时代概念,978,价升量涨||放量||阳线
600587.SH,新华医疗,15.22,14.81,15.31,14.81,2866348.0,-2.69,15.22,15.39,15.39,15.30,14.31,-0.26,15.97,15.39,14.80,21.58,31.35,2.05,5975341400.0,医药生物-医疗器械服务-医疗器械Ⅲ,大消费;互联网医疗;融资融券;沪股通;转融券标的;医保目录;地方国资改革;互联网+;医疗器械概念;证金持股;山东国资改革,6052,缩量||回调缩量||阴线
603358.SH,华达科技,15.22,14.46,15.37,13.72,5651796.0,-5.06,15.06,14.80,14.48,14.38,13.22,-0.04,15.54,14.48,13.41,66.4,71.78,55.66,1991164600.0,交运设备-汽车零部件-汽车零部件Ⅲ,工业4.0;汽车制造概念;沪股通;宁德时代概念;新能源汽车,818,放量||阴线||价跌量升
002543.SZ,万和电气,15.21,15.01,15.28,14.83,1460932.0,-1.25,15.20,15.09,15.13,15.36,14.61,-0.08,15.60,15.13,14.67,61.09,55.66,71.95,7283768700.0,家用电器-白色家电-小家电,节能环保;佛山金改;工业用地;太阳能热水器;参股民营银行;工业4.0;智能家居;太阳能;互联网+;创投;深股通;独角兽概念,3007,缩量||价跌量缩||回调缩量
600855.SH,航天长峰,15.21,14.4,15.39,14.28,14022862.0,-5.64,15.16,15.33,15.38,14.94,13.22,-0.47,16.85,15.38,13.90,17.47,22.78,6.83,4754367700.0,信息设备-计算机设备-计算机设备Ⅲ,军工改制;航天军工;大飞机;地理信息;人脑工程;预警机;智能交通;火箭军;融资融券;反恐;航天系;转融券标的;军工;安防;智慧城市;年报预增;太空互联网,9129,缩量||回调缩量||阴线
002407.SZ,多氟多,15.2,14.89,15.29,14.68,16441817.0,-2.04,15.49,15.87,15.96,16.06,14.61,-0.47,17.04,15.96,14.88,18.13,28.36,-2.33,8093316900.0,化工-化学制品-氟化工及制冷剂,制冷剂;中原经济区;小额贷款;氟化工;涉矿;新能源;融资融券;深股通;电解液;转融券标的;锂电制造;新能源汽车;氢氟酸;锂电池;特斯拉;独角兽概念;创投,3262,缩量||回调缩量||阴线
603919.SH,金徽酒,15.18,15.13,15.37,14.96,1953748.0,-0.79,15.40,15.39,15.50,15.20,13.62,-0.32,16.45,15.50,14.55,31.84,36.37,22.79,5507320000.0,食品饮料-饮料制造-白酒,消费金融;白酒概念,1139,缩量||价跌量缩||回调缩量
002799.SZ,环球印务,15.17,14.82,15.29,14.71,1030450.0,-2.37,15.42,15.64,15.66,15.35,14.10,-0.39,16.68,15.66,14.64,13.67,23.94,-6.88,1139287500.0,轻工制造-包装印刷-包装印刷Ⅲ,今日头条概念;地方国资改革,1049,缩量||回调缩量||阴线
603519.SH,立霸股份,15.17,14.47,15.39,14.15,6116760.0,-4.3,13.75,12.91,12.01,11.67,10.29,0.56,14.54,12.01,9.48,80.51,79.2,83.12,3211469900.0,家用电器-白色家电-其他白色家电,--,1496,放量||价跌量缩||旗形
300448.SZ,浩云科技,15.16,14.8,15.21,14.72,3396433.0,-1.86,15.36,15.22,14.55,14.11,12.59,-0.13,16.56,14.55,12.55,50.09,66.25,17.77,3592072800.0,信息服务-计算机应用-软件开发及服务,智能医疗;智能交通;安防;物联网;边缘计算;国产软件;高送转,1460,缩量||价跌量缩||回调缩量
002791.SZ,坚朗五金,15.15,16.18,16.36,15.1,4634494.0,6.52,15.25,14.91,14.74,14.18,13.03,0.06,16.16,14.74,13.31,69.82,56.3,96.86,2606700500.0,建筑材料-建筑材料-其他建材,迪士尼,1120,价升量涨||放量||阳线
300183.SZ,东软载波,15.15,14.92,15.34,14.88,6631150.0,-1.84,15.49,15.36,15.51,15.96,14.74,-0.17,16.25,15.51,14.76,47.44,56.16,30.01,4002306800.0,信息设备-通信设备-终端设备,央视财经50;一带一路;智能家居;创投;依法治国概念;深股通;智能电网;芯片概念;苹果概念;小米概念;物联网感知层;物联网传输层;MCU;物联网;能源互联网;集成电路概念;知识产权保护;边缘计算;电力物联网,2982,缩量||价跌量缩||回调缩量
300514.SZ,友讯达,15.15,14.9,15.38,14.87,3834334.0,-1.97,15.20,15.48,15.64,16.17,14.22,-0.36,16.82,15.64,14.47,22.13,28.08,10.24,1345768000.0,机械设备-电气设备-电气自控设备,芯片概念;物联网;智能家居;物联网感知层;智能电网;国资驰援;边缘计算;电力物联网;透明工厂,727,缩量||价跌量缩||回调缩量
300537.SZ,广信材料,15.15,14.58,15.37,14.5,2580520.0,-2.15,15.17,15.19,14.37,13.55,11.98,-0.25,17.45,14.37,11.29,35.02,50.73,3.6,1358401700.0,化工-化学制品-涂料油漆油墨制造,新材料概念;富士康概念;5G;华为概念;OLED,966,缩量||价跌量缩||回调缩量
600093.SH,易见股份,15.15,14.64,15.16,14.6,20294172.0,-3.75,15.30,15.55,15.77,14.77,12.22,-0.74,19.03,15.77,12.51,12.1,19.82,-3.36,16432631000.0,交通运输-物流-物流Ⅲ,早籼稻;晚籼稻;成渝特区;西气东输;电子商务;沪股通;区块链应用;白马股;区块链;股权转让,7971,缩量||回调缩量||阴线
300125.SZ,易世达,15.13,15.78,15.96,15.02,19155812.0,3.34,15.08,15.01,15.83,16.08,13.47,-0.36,17.98,15.83,13.68,53.6,33.88,93.05,4162405700.0,公用事业-电力-新能源发电,东北亚经贸中心;绿色建筑;节能环保;低碳;天然气;余热发电;合同能源管理;光伏概念;裸眼3D;送转填权;证金持股,3114,价升量涨||缩量||阳线
603298.SH,杭叉集团,15.11,14.65,15.12,14.61,2108374.0,-2.79,15.08,15.06,15.04,14.87,14.09,-0.16,15.58,15.04,14.50,47.56,54.02,34.63,2499079600.0,机械设备-专用设备-工程机械,一带一路;新能源汽车;沪股通;机械装备,847,缩量||价跌量缩||回调缩量
300418.SZ,昆仑万维,15.1,15.08,15.3,14.91,10536162.0,-1.12,15.42,15.70,15.44,15.54,14.88,-0.18,16.49,15.44,14.39,21.32,34.76,-5.56,9401915500.0,信息服务-传媒-其他传媒,IP概念;P2P概念;互联网大会;网络视频;虚拟现实;电子商务;深股通;创投;VR设备;网络游戏;白马股;在线教育;互联网+;手机游戏;网络直播;独角兽概念;人工智能;互联网金融;无人驾驶;台湾概念股,1553,缩量||价跌量缩||回调缩量
600818.SH,中路股份,15.09,14.57,15.09,14.45,2230752.0,-2.8,14.97,15.12,15.29,15.73,13.45,-0.4,16.12,15.29,14.47,28.68,34.01,18.03,3467046700.0,交运设备-非汽车交运-其他交运设备,智能自行车;电动自行车;她经济;知识产权保护;化妆护肤品;共享单车;迪士尼;风电,9216,缩量||价跌量缩||回调缩量
603878.SH,武进不锈,15.08,14.71,15.08,14.67,1409200.0,-2.32,15.05,15.05,14.84,14.58,13.74,-0.15,15.91,14.84,13.77,40.62,47.6,26.65,1485858700.0,黑色金属-钢铁-普钢,年报预增,855,缩量||价跌量缩||回调缩量
000039.SZ,中集集团,15.07,14.94,15.21,14.93,9506095.0,-0.6,15.23,15.26,15.12,14.66,13.54,-0.25,16.41,15.12,13.82,25.43,35.4,5.49,18940515000.0,机械设备-通用设备-金属制品,冷链物流;航运系;南海;B转H;工业用地;海水淡化;高端装备;海洋经济;LNG动力船;参股券商;船舶升级概念;物联网;招商系;油改气;MSCI概念;参股基金;融资融券;深股通;转融券标的;LNG加气站;天然气;中非合作;航运概念;雄安新区;粤港澳大湾区;海工装备;可燃冰;证金持股,9146,缩量||价跌量缩||回调缩量
600636.SH,三爱富,15.05,15.55,15.55,14.97,9006683.0,3.46,15.20,15.12,15.48,15.63,14.33,-0.21,16.45,15.48,14.50,58.69,39.33,97.42,6949868600.0,化工-化学制品-氟化工及制冷剂,新材料概念;军工;三氯甲烷;在线教育;低碳;氟化工;股权转让;职业教育;制冷剂;央企国资改革;年报预增;超清视频,9534,价升量涨||放量||阳线
002669.SZ,康达新材,15.04,16.49,16.49,15.01,8126067.0,10.01,15.49,15.07,14.40,14.25,13.23,0.28,16.24,14.40,12.56,78.25,71.03,92.69,3873845900.0,化工-化学制品-其他化学制品,新材料概念;环氧树脂;供应链金融;裸眼3D;军民融合;军工;股权转让;地方国资改革;年报预增;柔性屏,2563,价升量缩||缩量||阳线
300295.SZ,三六五网,15.03,14.73,15.03,14.63,4319634.0,-2.0,15.24,15.37,15.58,15.69,14.57,-0.33,16.71,15.58,14.46,18.63,25.8,4.29,2629019100.0,信息服务-通信服务-互联网信息服务,电子商务;互联网金融;文化传媒;小额贷款;创投;租售同权;互联网+,2595,缩量||价跌量缩||回调缩量
000830.SZ,鲁西化工,15.02,15.12,15.33,14.91,57387103.0,0.07,15.52,15.79,15.88,14.96,13.65,-0.6,19.03,15.88,12.74,11.32,18.3,-2.65,22137354000.0,化工-化学制品-氮肥,三氯甲烷;甲醇;磷化工;抗旱;融资融券;生态农业;深股通;转融券标的;聚碳酸酯;乡村振兴;有机硅;尿素;地方国资改革;煤化工;化肥;MSCI预期;双氧水;证金持股,7564,价升量缩||缩量||阳线
603918.SH,金桥信息,15.02,14.48,15.18,14.07,2962965.0,-3.47,15.07,15.16,15.21,15.05,13.89,-0.29,16.18,15.21,14.24,23.29,30.57,8.73,2556096500.0,信息服务-计算机应用-软件开发及服务,智能终端;智慧党建,1426,缩量||回调缩量||阴线
000159.SZ,国际实业,15.01,13.05,15.22,13.05,146901670.0,-10.0,13.06,12.34,11.72,10.42,7.48,0.04,14.05,11.72,9.39,64.91,59.98,74.78,6272952200.0,化工-基础化学-石油贸易,新疆振兴;一带一路;油品改革;稀缺资源;焦炭;壳资源;证金持股,6783,放量||价跌量缩||旗形
002836.SZ,新宏泽,15.01,14.68,15.04,14.48,1399000.0,-2.2,15.05,15.11,15.49,15.09,13.84,-0.37,16.65,15.49,14.33,30.32,32.44,26.08,827482240.0,轻工制造-包装印刷-包装印刷Ⅲ,--,845,缩量||回调缩量||阴线
600438.SH,通威股份,15.0,14.54,15.32,14.49,47651285.0,-2.29,14.43,13.61,13.15,12.88,12.14,0.32,15.27,13.15,11.03,73.2,68.99,81.61,43030702000.0,机械设备-电气设备-电源设备,农业合作社;农村电商;太阳能;沪股通;多晶硅;融资融券;转融券标的;MSCI概念;互联网+;乡村振兴;饲料;光伏概念,5530,放量||价跌量缩||旗形
603916.SH,苏博特,15.0,14.49,15.0,14.49,2664800.0,-3.27,14.99,14.82,14.75,14.34,13.25,-0.18,15.92,14.75,13.58,48.99,51.46,44.05,1868485500.0,化工-化学制品-其他化学制品,建筑节能;新材料概念;年报预增,529,缩量||回调缩量||阴线
600155.SH,华创阳安,14.95,15.58,16.43,14.8,68464828.0,-2.14,15.82,15.84,15.23,13.86,11.35,-0.44,19.54,15.23,10.92,36.79,37.35,35.65,17578013000.0,金融服务-证券-证券Ⅲ,聚丙烯;地下管网;参股券商;雄安金融;融资融券;转融券标的;雄安新区;京津冀一体化;机构重仓,7522,放量||阳线||长上影线
002382.SZ,蓝帆医疗,14.93,14.62,14.93,14.54,4068412.0,-2.34,15.12,15.33,15.38,15.44,15.17,-0.21,16.28,15.38,14.47,18.52,29.27,-2.98,7135276400.0,医药生物-医疗器械服务-医疗器械Ⅲ,股权转让;深股通;心脏支架;医疗器械概念;年报预增;煤化工;机构重仓,3308,缩量||回调缩量||阴线
603890.SH,春秋电子,14.93,14.78,15.04,14.7,2922093.0,-0.94,15.11,14.99,14.84,14.57,13.59,-0.12,15.73,14.84,13.96,36.58,47.7,14.33,1430438000.0,电子-电子制造-电子零部件制造,电子信息;富士康概念;人民币贬值受益,497,缩量||回调缩量||阴线
603050.SH,科林电气,14.91,14.55,14.97,14.32,2895240.0,-2.48,14.94,14.81,14.86,14.86,14.08,-0.11,15.62,14.86,14.11,45.45,48.21,39.92,1168575980.0,机械设备-电气设备-电气自控设备,智能电网;雄安新区;充电桩,739,缩量||价跌量缩||回调缩量
603081.SH,大丰实业,14.89,14.82,14.98,14.77,2389909.0,-0.54,15.13,15.11,15.27,16.08,14.77,-0.15,16.08,15.27,14.46,42.43,44.94,37.4,1151903030.0,机械设备-专用设备-其它专用机械,体育产业;PPP概念;文化传媒,733,缩量||价跌量缩||回调缩量
600299.SH,安迪苏,14.88,14.52,15.08,14.35,11156114.0,-2.42,14.79,14.75,13.74,13.24,12.23,0.09,15.89,13.74,11.59,56.15,64.61,39.23,38941206000.0,化工-化学制品-其他化学制品,饲料;沪股通;维生素;证金持股;机构重仓,6942,缩量||价跌量缩||旗形
600549.SH,厦门钨业,14.88,14.77,15.12,14.6,14070652.0,-1.01,15.13,15.18,15.27,15.34,14.31,-0.23,16.03,15.27,14.50,27.92,33.83,16.1,20767302000.0,有色金属-有色冶炼加工-小金属,再生金属;稀缺资源;新材料概念;稀土整合;海峡西岸;电动自行车;融资融券;镍氢电池;钨;沪股通;钼;正极材料;转融券标的;稀有金属;钴;动力电池回收;地方国资改革;小金属概念;锂电池;稀土永磁;MSCI预期,6011,缩量||价跌量缩||回调缩量
000567.SZ,海德股份,14.87,14.91,15.5,14.52,8338583.0,0.07,15.00,14.78,14.32,14.12,13.14,0.04,15.84,14.32,12.81,62.5,61.98,63.54,2241853300.0,金融服务-保险及其他-多元金融,三沙;海南旅游岛;金改;土地增值;东盟北部湾;海南自贸区;债转股;深股通,9099,价升量涨||缩量||阳线
002346.SZ,柘中股份,14.85,15.15,15.39,14.82,3566100.0,1.2,15.05,15.11,15.57,15.42,14.09,-0.32,16.82,15.57,14.32,37.54,31.89,48.85,5943095300.0,机械设备-电气设备-输变电设备,体育产业;保障房;锂电池;创投;新能源汽车,3372,价升量涨||缩量||阳线
300177.SZ,中海达,14.84,14.17,14.84,14.13,11128639.0,-4.06,14.79,14.61,14.43,14.23,13.20,-0.15,15.91,14.43,12.95,35.12,42.07,21.23,4662869100.0,信息设备-计算机设备-计算机设备Ⅲ,3D打印;卫星导航;轨道交通;虚拟现实;引力波;遥感技术;VR设备;芯片概念;地理信息;无人驾驶;无人机;国产软件;高送转,2989,缩量||价跌量缩||回调缩量
300205.SZ,天喻信息,14.83,14.81,15.58,14.63,15794827.0,-1.14,14.51,14.52,13.86,13.16,11.42,-0.11,16.33,13.86,11.39,56.61,54.4,61.03,6308894000.0,信息设备-通信设备-终端设备,TMT;NFC;在线教育;移动互联网;金融信息服务;换芯;电子信息;银联;指纹技术;融资融券;转融券标的;指纹支付;互联网金融;金融IC;高校;物联网传输层;物联网;移动支付;年报预增;国产软件;数字中国,2924,缩量||价跌量缩||月线长下影线
002275.SZ,桂林三金,14.82,14.55,14.84,14.55,984134.0,-1.82,14.86,14.96,15.00,14.91,14.31,-0.19,15.50,15.00,14.50,20.45,32.4,-3.47,7760339300.0,医药生物-中药-中药Ⅲ,广西中医药;医疗改革;独家医药品种;抗癌;融资融券;深股通;转融券标的;中医药;证金持股,3574,缩量||回调缩量||阴线
603779.SH,威龙股份,14.82,14.34,14.82,14.3,1252550.0,-3.5,14.83,15.08,15.05,14.89,14.07,-0.3,16.05,15.05,14.05,11.38,19.49,-4.84,1480255500.0,食品饮料-饮料制造-葡萄酒,葡萄酒替白酒;贸易战受益股,1072,缩量||回调缩量||阴线
300527.SZ,中国应急,14.8,13.64,15.0,13.44,41590692.0,-8.33,15.21,15.22,14.70,12.86,10.19,-0.72,18.85,14.70,10.55,24.04,34.55,3.03,3520236100.0,国防军工-国防军工-地面兵装,深股通;核电;国产航母;军民融合;军工;央企国资改革,991,缩量||回调缩量||阴线
300692.SZ,中环环保,14.8,14.42,14.8,14.38,1700700.0,-2.11,14.90,15.03,14.92,14.99,14.26,-0.2,16.06,14.92,13.78,24.79,36.09,2.2,1398812100.0,公用事业-燃气水务-水务Ⅲ,污水处理;外资券商影子股,610,缩量||价跌量缩||回调缩量
002734.SZ,利民股份,14.79,14.83,15.08,14.67,3033060.0,-0.07,14.90,15.38,15.19,14.60,12.83,-0.49,17.42,15.19,12.97,15.31,23.79,-1.66,3023291200.0,化工-化学制品-农药,生物农药;白马股,1547,缩量||阳线||价跌量缩
000712.SZ,锦龙股份,14.78,15.5,16.15,14.78,35503236.0,3.89,15.01,15.04,14.80,14.54,12.93,-0.17,16.52,14.80,13.08,45.25,38.56,58.62,12337950400.0,金融服务-证券-证券Ⅲ,参股券商;参股保险;融资融券;深股通;转融券标的;期货概念,8043,价升量涨||放量||阳线
300132.SZ,青松股份,14.78,14.42,14.78,14.39,6061142.0,-2.24,14.87,15.06,15.16,14.86,13.58,-0.37,16.28,15.16,14.04,10.81,19.42,-6.43,5333724400.0,化工-化学制品-其他化学制品,松脂;福建基建;股权转让;化妆护肤品;年报预增,3101,缩量||回调缩量||阴线
600621.SH,华鑫股份,14.78,15.0,15.46,14.43,35313407.0,0.4,15.13,15.59,15.77,15.22,12.85,-0.63,17.43,15.77,14.12,14.78,18.83,6.67,8028750400.0,金融服务-证券-证券Ⅲ,参股外资金融;参股券商;上海自贸区;上海国资改革;金改;外资券商影子股;期货概念,9638,价升量涨||缩量||阳线
603900.SH,莱绅通灵,14.78,14.77,14.93,14.54,2313849.0,0.27,15.33,15.95,15.82,15.35,14.08,-0.53,17.15,15.82,14.49,17.19,32.05,-12.53,1257199650.0,商业贸易-零售-专业连锁,奢侈品,881,价升量缩||缩量||阴线
600810.SH,神马股份,14.76,14.9,14.97,14.61,17312710.0,0.47,14.56,14.51,14.48,14.25,13.46,-0.09,15.78,14.48,13.18,61.5,44.26,95.98,6589972000.0,化工-化工合成材料-其他纤维,循环经济;粗苯;PA66;河南国资改革;地方国资改革;年报预增;锦纶,9238,价升量缩||缩量||阳线
002191.SZ,劲嘉股份,14.75,14.32,14.88,14.2,34072721.0,-3.76,14.92,14.70,14.83,13.52,11.37,-0.41,16.37,14.83,13.28,38.44,41.21,32.9,18219134000.0,轻工制造-包装印刷-包装印刷Ⅲ,食品安全;成渝特区;基因测序;圣诞节;食品包装;融资融券;深股通;转融券标的;物联网;医药安全;电子标签;电子烟;养老金持股,4157,缩量||价跌量缩||月线长下影线
002782.SZ,可立克,14.75,14.3,14.76,14.25,4239699.0,-3.83,14.74,14.64,14.90,15.27,14.20,-0.18,15.67,14.90,14.13,43.18,43.91,41.73,6091800000.0,电子-电子制造-电子零部件制造,元器件;电子信息;新能源汽车;充电桩;深股通;独角兽概念;科创板预期;机构重仓,1218,缩量||回调缩量||阴线
300246.SZ,宝莱特,14.75,15.32,15.5,14.53,5742393.0,4.5,14.89,14.86,14.82,14.63,13.58,-0.11,15.84,14.82,13.80,58.67,47.16,81.68,1650789200.0,医药生物-医疗器械服务-医疗器械Ⅲ,肾透析;血液制品;BIT概念;智能穿戴;证金持股;医疗器械概念;横琴新区,2835,价升量涨||放量||阳线
000411.SZ,英特集团,14.72,14.79,15.42,14.71,5847963.0,-0.07,14.53,14.56,14.23,14.02,13.18,-0.02,15.25,14.23,13.20,45.57,42.01,52.69,3065986500.0,医药生物-医药商业-医药商业Ⅲ,医保目录;浙江国资改革;地方国资改革;医疗器械概念,8316,放量||阳线||长上影线
002547.SZ,春兴精工,14.71,12.7,14.89,12.69,348241020.0,-9.93,12.37,10.49,9.19,8.86,8.15,1.12,13.27,9.19,5.11,85.82,84.8,87.85,8313717400.0,电子-电子制造-电子零部件制造,工业4.0;铀矿;互联网金融;玻璃纤维;融资租赁;军工;深股通;基站射频;移动射频;3D玻璃;5G;特斯拉;华为概念;新基建,2986,放量||强中选强||月线长下影线
300610.SZ,晨化股份,14.71,14.9,15.29,14.62,3904250.0,0.47,14.72,14.77,14.94,14.72,13.91,-0.2,16.05,14.94,13.82,33.41,26.95,46.33,741149320.0,化工-化学制品-其他化学制品,环氧树脂,799,价升量涨||放量||阳线
002338.SZ,奥普光电,14.7,14.28,14.73,14.2,2922935.0,-3.12,14.85,15.20,15.51,15.30,13.90,-0.5,16.61,15.51,14.41,12.66,21.9,-5.81,3426893700.0,机械设备-仪器仪表-仪器仪表,航天军工;嫦娥概念;吉林国资改革;地方国资改革;机器视觉;中科院系;太空互联网,3385,缩量||价跌量缩||回调缩量
600007.SH,中国国贸,14.7,14.63,14.75,14.56,1758119.0,-0.41,14.80,15.00,15.00,14.83,14.37,-0.2,15.73,15.00,14.27,15.88,27.88,-8.13,14736543000.0,房地产-房地产开发-房地产开发Ⅲ,国际板;APEC会议;中字头股票;融资融券;沪股通;转融券标的;机构重仓,7347,缩量||回调缩量||阴线
600278.SH,东方创业,14.7,15.45,15.5,14.51,23141910.0,3.97,14.98,15.04,15.90,14.45,11.71,-0.63,18.21,15.90,13.59,46.59,32.21,75.33,8068634900.0,商业贸易-贸易-贸易Ⅲ,迪士尼;参股券商;物流电商平台;自由贸易港;外贸;人民币贬值受益;进口博览会;地方国资改革;上海自贸区;上海国资改革;创投;科创板IPO;外资券商影子股,6859,价升量涨||缩量||阳线
000921.SZ,海信家电,14.69,14.15,14.69,14.0,9406951.0,-5.35,14.50,14.45,14.41,13.70,11.58,-0.36,15.67,14.41,13.15,52.64,51.24,55.42,12763796200.0,家用电器-白色家电-冰箱,厄尔尼诺概念;电子商务;融资融券;深股通;转融券标的;世界杯;家用电器;证金持股;机构重仓,7224,缩量||价跌量缩||回调缩量
600291.SH,西水股份,14.68,14.5,14.93,14.33,19188500.0,-1.5,15.09,14.85,14.60,14.59,13.73,-0.04,15.88,14.60,13.32,46.78,55.76,28.84,15849433000.0,金融服务-保险及其他-保险Ⅲ,沪股通;MSCI预期,6840,缩量||价跌量缩||回调缩量
603229.SH,奥翔药业,14.65,14.34,14.75,14.3,862064.0,-2.12,14.55,14.85,15.20,14.86,13.48,-0.43,16.17,15.20,14.23,9.69,15.45,-1.82,774073200.0,医药生物-化学制药-化学原料药,--,714,缩量||价跌量缩||回调缩量
000876.SZ,新希望,14.64,14.5,15.15,14.3,87070267.0,-2.36,14.35,14.32,14.20,13.72,11.73,-0.24,15.67,14.20,12.73,56.77,48.95,72.4,60945673000.0,农林牧渔-农产品加工-饲料Ⅲ,MSCI概念;智能穿戴;三农;中澳自贸区;农村电商;东盟自贸区;乳业;融资融券;深股通;转融券标的;乡村振兴;互联网+;猪肉;饲料;养鸡;蚂蚁金服概念;机构重仓,7713,放量||阴线||长上影线
600739.SH,辽宁成大,14.63,14.59,14.82,14.41,12638983.0,-0.21,14.71,14.80,14.92,14.92,13.44,-0.28,15.73,14.92,14.10,31.26,35.78,22.21,22318466000.0,商业贸易-贸易-贸易Ⅲ,太阳能;油页岩;股权转让;雄安金融;参股券商;史玉柱概念;东北亚经贸中心;外贸;融资融券;职业教育;沪股通;转融券标的;雄安新区;MSCI概念;辽宁国资改革;地方国资改革;页岩气;生物疫苗,8282,缩量||回调缩量||阴线
603006.SH,联明股份,14.62,14.2,14.71,14.14,2178700.0,-2.74,14.65,14.79,15.37,15.45,13.52,-0.49,16.96,15.37,13.79,18.18,20.68,13.18,1419406200.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念;冷链物流;科创板IPO,1758,缩量||价跌量缩||回调缩量
000708.SZ,大冶特钢,14.6,13.67,14.7,13.51,12948823.0,-5.4,14.66,14.88,14.16,13.46,11.84,-0.38,16.82,14.16,11.50,23.17,40.07,-10.65,6143413900.0,黑色金属-钢铁-特钢,轧板;融资融券;转融券标的;特钢概念;央企国资改革,8063,放量||阴线||价跌量升
002274.SZ,华昌化工,14.6,14.97,14.98,14.09,122288978.0,9.91,13.22,12.60,11.57,10.17,8.34,0.3,14.74,11.57,8.39,80.78,69.99,102.37,9361231300.0,化工-化学制品-复合肥,煤化工;尿素;氯化铵;燃料电池;年报预增;氢能源;甲醇;科创板IPO;高送转,3862,价升量涨||放量||强中选强
601069.SH,西部黄金,14.6,14.15,14.6,14.1,14030733.0,-3.81,14.53,14.67,14.72,14.81,14.52,-0.13,15.29,14.72,14.16,20.6,28.72,4.36,8999400000.0,有色金属-有色冶炼加工-黄金,沪股通;人民币贬值受益;国改双百行动;地方国资改革;小金属概念;黄金概念;机构重仓,1552,放量||阴线||价跌量升
603303.SH,得邦照明,14.6,14.8,14.94,14.41,3517668.0,1.37,14.59,14.70,15.03,14.93,13.92,-0.24,15.88,15.03,14.18,25.63,20.88,35.14,1509600000.0,电子-光学光电子-LED,节能照明,754,价升量涨||缩量||阳线
