股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
300378.SZ,鼎捷软件,19.75,18.88,19.82,18.78,24788823.0,-5.41,19.78,21.29,18.63,17.30,14.43,-0.62,26.01,18.63,11.24,17.03,34.47,-17.86,4954165700.0,信息服务-计算机应用-软件开发及服务,大数据;工业4.0;人工智能;工业互联网;透明工厂;台湾概念股,1911,放量||价跌量缩||阴线
603929.SH,亚翔集成,19.75,18.82,19.75,18.81,3665900.0,-4.66,19.70,19.79,19.81,19.42,17.70,-0.4,21.17,19.81,18.44,47.86,51.65,40.28,1817259200.0,建筑材料-建筑装饰-专业工程,沪股通;富士康概念;芯片设备;芯片概念;白马股;OLED;柔性屏;台湾概念股,843,缩量||价跌量缩||月线长下影线
002614.SZ,奥佳华,19.71,19.07,19.79,19.01,2205313.0,-3.05,19.72,20.05,20.52,20.39,18.61,-0.63,22.29,20.52,18.75,13.43,20.83,-1.37,6354880700.0,家用电器-白色家电-小家电,参股民营银行;深股通;医疗机器人;机器人概念;健康中国;医疗器械概念;家用电器;养老概念;台湾概念股,2782,缩量||价跌量缩||回调缩量
300250.SZ,初灵信息,19.7,19.34,20.2,19.11,15940674.0,-6.39,20.58,20.09,18.76,18.02,16.08,0.06,21.95,18.76,15.56,55.55,64.02,38.61,2849325000.0,信息服务-计算机应用-软件开发及服务,三网融合;智能家居;5G;智慧党建;大数据;证金持股,2819,缩量||旗形||回调缩量
002335.SZ,科华恒盛,19.67,19.46,19.78,19.41,2264232.0,-0.41,19.63,20.11,19.76,19.82,18.30,-0.35,21.43,19.76,18.10,20.43,28.14,5.0,4337884300.0,机械设备-电气设备-电源设备,分布式发电;量子通信;固态硬盘;核电;能源互联网;光伏概念;阿里巴巴概念;军民融合;轨道交通;大数据;充电桩;军工;云计算;新基建;宁德时代概念;边缘计算;透明工厂,3386,缩量||回调缩量||阴线
000732.SZ,泰禾集团,19.62,18.51,19.64,18.49,19005736.0,-5.22,19.42,19.86,19.78,19.06,16.77,-0.68,21.78,19.78,17.78,16.46,28.08,-6.78,23008942000.0,房地产-房地产开发-房地产开发Ⅲ,健康中国;参股券商;特色小镇;参股民营银行;军民融合;金控平台;萤石;民营医院;融资融券;抗癌;深股通;转融券标的;租售同权;白马股;兜底增持;移动支付;MSCI预期;高送转,7962,缩量||回调缩量||阴线
000723.SZ,美锦能源,19.61,18.6,20.12,18.33,239760320.0,-7.19,19.02,17.45,13.80,11.25,8.03,0.85,22.30,13.80,5.30,77.02,84.09,62.89,20111091000.0,采掘-煤炭开采加工-焦炭加工,动力煤;稀缺煤;焦炭;机器人概念;焦煤;深股通;工业机器人;超级电容;粗苯;LNG加气站;新能源整车;新能源汽车;石墨电极;天然气;燃料电池;年报预增;氢能源,8012,缩量||价跌量缩||旗形
603898.SH,好莱客,19.61,19.18,19.66,19.01,1634254.0,-2.59,19.68,20.61,21.02,20.27,18.73,-0.79,22.78,21.02,19.25,16.27,27.29,-5.78,5938141200.0,轻工制造-家用轻工-家具,智能家居;沪股通;工业4.0;互联网家装;全屋定制,1525,缩量||价跌量缩||回调缩量
002372.SZ,伟星新材,19.6,19.34,19.89,19.22,3779453.0,-1.93,19.71,19.95,20.08,19.20,18.02,-0.46,21.48,20.08,18.68,26.8,30.94,18.52,22623648000.0,建筑材料-建筑材料-管材,新材料概念;保障房;新型城镇化;排水;建筑节能;融资融券;深股通;地下管网;转融券标的;石墨烯;海绵城市;MSCI预期;PPP概念;养老金持股;机构重仓,3322,缩量||回调缩量||阴线
300119.SZ,瑞普生物,19.6,19.17,19.68,18.83,5847747.0,-0.98,18.78,17.83,16.13,15.11,12.00,0.42,20.28,16.13,11.98,89.16,87.19,93.11,3692189300.0,农林牧渔-农业服务-动物保健,生物农药;冠状病毒;霍乱;西尼罗病毒;兽药;滨海新区;生物疫苗;猪瘟疫情;禽流感,3139,缩量||价跌量缩||回调缩量
002138.SZ,顺络电子,19.57,20.4,21.0,19.31,24978634.0,2.93,19.80,19.18,18.71,18.24,17.45,0.26,20.50,18.71,16.91,73.44,65.22,89.86,14260912000.0,电子-半导体及元件-被动元件,无人机;淘宝手机;手机芯片;元器件;智能终端;黄金暴跌受益;汽车电子;融资融券;电阻;深股通;移动射频;转融券标的;小米概念;股权转让;5G;物联网;无线充电;移动支付;华为概念;台湾概念股,4331,价升量涨||放量||阳线
300340.SZ,科恒股份,19.55,19.76,20.28,19.5,7863220.0,1.33,19.74,19.61,20.52,21.14,18.69,-0.45,22.82,20.52,18.22,36.22,27.57,53.5,3024264600.0,电子-其他电子-其他电子Ⅲ,稀缺资源;尾气治理;生物医药;正极材料;锂电设备;小金属概念;锂电池;宁德时代概念;稀土永磁;燃料电池;新能源汽车,2461,价升量涨||缩量||阳线
600859.SH,王府井,19.51,18.69,19.51,18.55,6836833.0,-4.5,19.13,19.07,18.88,18.08,16.72,-0.25,20.57,18.88,17.20,56.72,56.74,56.68,7366201600.0,商业贸易-零售-百货零售,老字号;微信概念;腾讯概念;新零售;电子商务;融资融券;沪股通;便利店;转融券标的;证金持股,9117,缩量||回调缩量||阴线
600685.SH,中船防务,19.5,18.67,19.59,18.6,16497392.0,-4.06,18.89,19.02,18.22,17.61,14.27,-0.24,20.49,18.22,15.94,40.82,47.32,27.82,15336195000.0,国防军工-国防军工-船舶制造,南海;三旧改造;海工装备;南沙新区;LNG动力船;央企控股;海洋经济;高端装备;船舶升级概念;沪股通;中船系;债转股;国产航母;军工;军工改制;央企国资改革;证金持股;机构重仓,9307,缩量||价跌量缩||旗形
000623.SZ,吉林敖东,19.49,18.95,19.55,18.9,14450419.0,-2.27,19.29,18.94,18.60,18.52,17.53,0.03,19.80,18.60,17.40,61.84,63.91,57.7,21199394000.0,医药生物-化学制药-化学制剂,参股券商;抗癌;振兴东北;医疗改革;融资融券;深股通;转融券标的;中医药;医保目录;人参;MSCI预期,8211,缩量||回调缩量||阴线
300059.SZ,东方财富,19.45,18.73,19.57,18.63,175999080.0,-2.7,18.98,19.09,19.30,19.46,17.65,-0.37,20.90,19.30,17.70,31.83,30.48,34.54,82480455000.0,金融服务-证券-证券Ⅲ,期货概念;基金三方销售;融资融券;互联网券商;金融信息服务;深股通;小额贷款;转融券标的;互联网+;互联网金融;MSCI预期,3321,缩量||回调缩量||阴线
600640.SH,号百控股,19.44,19.19,19.75,18.78,14434104.0,-2.79,18.75,18.06,16.94,15.92,13.46,0.19,20.59,16.94,13.30,70.83,61.95,88.58,11310580800.0,信息服务-传媒-其他传媒,在线旅游;阿里巴巴概念;IP概念;电子信息;央企控股;电子商务;易信;王者荣耀;网络视频;融资融券;数字阅读;转融券标的;文化传媒;电信业整合;手机游戏;央企国资改革;紫光系;机构重仓,9511,缩量||价跌量缩||旗形
603809.SH,豪能股份,19.43,18.76,19.43,18.69,2899295.0,-3.55,18.76,18.60,18.20,17.77,16.75,0.01,19.63,18.20,16.76,57.37,54.68,62.76,1541959400.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念,510,放量||价跌量缩||阴线
300427.SZ,红相股份,19.41,18.6,19.97,18.3,14691118.0,-1.33,17.11,16.03,15.20,14.81,13.32,0.71,18.15,15.20,12.24,82.31,77.09,92.77,4584689800.0,机械设备-电气设备-电气自控设备,智能电网;电力改革;能源互联网;军民融合;轨道交通;军工;新基建;年报预增,1525,放量||强中选强||旗形
002411.SZ,延安必康,19.39,19.39,19.59,19.22,8184560.0,-0.1,19.53,19.50,19.81,20.19,20.26,0.0,20.68,19.81,18.94,32.02,33.41,29.24,28955203000.0,医药生物-化学制药-化学制剂,吡啶;工业4.0;纳米;PPP概念;分离膜;高性能膜;深股通;电解液;中医药;健康中国;国资驰援;锂电池;股权转让,3254,缩量||价跌量缩||回调缩量
603238.SH,诺邦股份,19.35,19.09,19.4,19.08,828606.0,-1.5,19.39,19.38,19.39,19.32,19.38,-0.07,20.02,19.39,18.77,36.5,40.79,27.94,572700000.0,纺织服装-纺织制造-其他纺织,人民币贬值受益,789,缩量||回调缩量||阴线
300569.SZ,天能重工,19.34,19.13,19.51,19.1,1978488.0,-1.09,19.37,19.54,20.78,20.78,19.12,-0.65,23.49,20.78,18.07,19.69,19.63,19.81,1618268900.0,机械设备-电气设备-电源设备,风电;高送转,878,缩量||回调缩量||阴线
300522.SZ,世名科技,19.33,19.04,19.35,18.95,980840.0,-1.14,19.34,19.64,20.06,19.80,18.58,-0.45,21.35,20.06,18.76,22.86,23.95,20.67,977574070.0,化工-化学制品-涂料油漆油墨制造,--,1021,缩量||价跌量缩||回调缩量
603359.SH,东珠生态,19.32,19.1,19.42,19.1,2016937.0,-0.93,19.74,19.97,20.15,19.92,18.24,-0.46,21.11,20.15,19.19,21.4,27.16,9.87,2921350300.0,建筑材料-建筑装饰-装饰园林,美丽中国;PPP概念;园林开发;土壤修复;节能环保;雄安环保;雄安新区,598,缩量||价跌量缩||回调缩量
002157.SZ,正邦科技,19.31,20.85,20.87,19.31,104612871.0,9.74,19.30,19.18,18.17,17.59,13.49,-0.18,21.88,18.17,14.47,59.58,49.88,78.97,45211179000.0,农林牧渔-农产品加工-饲料Ⅲ,参股新三板;猪肉收储;鄱阳湖经济区;三农;土地流转;深股通;猪肉;饲料,4266,价升量涨||放量||阳线
603258.SH,电魂网络,19.3,18.99,19.68,18.88,2231704.0,-0.78,19.09,18.91,18.88,18.92,17.57,-0.11,19.90,18.88,17.86,57.0,49.97,71.05,2213056600.0,信息服务-传媒-其他传媒,虚拟现实;腾讯概念;网络游戏;阿里巴巴概念;电子竞技;手机游戏,908,放量||月线长下影线||阴线
002789.SZ,建艺集团,19.27,18.59,19.3,18.52,2299799.0,-2.72,18.89,18.78,18.58,18.68,17.89,-0.02,19.69,18.58,17.46,64.41,65.78,61.69,2566163600.0,建筑材料-建筑装饰-装饰园林,幕墙;建筑节能;恒大概念;小额贷款;创投;互联网金融;金融科技,1137,缩量||价跌量缩||回调缩量
002738.SZ,中矿资源,19.26,19.38,19.99,18.92,4126593.0,1.15,19.13,18.96,18.47,18.04,16.71,-0.04,20.44,18.47,16.51,48.42,42.49,60.3,3494681500.0,采掘-采掘服务-其他采掘服务,一带一路;锂电原料;锂矿;锂电池;年报预增,1574,价升量涨||放量||阳线
600559.SH,老白干酒,19.25,19.21,19.8,19.08,9591358.0,-0.31,19.07,19.10,18.86,18.28,16.37,-0.26,20.38,18.86,17.35,46.22,42.36,53.93,12186353400.0,食品饮料-饮料制造-白酒,饲料;融资融券;沪股通;转融券标的;老字号;地方国资改革;白酒概念;年报预增,6019,缩量||月线长下影线||回调缩量
002110.SZ,三钢闽光,19.2,18.81,19.27,18.79,23395822.0,-1.67,19.01,19.10,18.43,17.88,16.53,-0.17,20.72,18.43,16.13,31.72,39.7,15.75,11705031300.0,黑色金属-钢铁-普钢,海峡西岸;电力改革;核电;螺纹钢;福建基建;融资融券;深股通;转融券标的;地方国资改革;MSCI预期;高送转,4469,缩量||回调缩量||阴线
600663.SH,陆家嘴,19.2,18.98,19.26,18.9,4339481.0,-0.52,19.10,19.06,18.74,18.46,16.59,-0.21,20.21,18.74,17.26,41.87,40.41,44.77,46397582000.0,房地产-园区开发-园区开发Ⅲ,B转H;上海金改;参股券商;浦东前滩;迪士尼;浦东新区;民营金融;融资融券;沪股通;转融券标的;地方国资改革;上海自贸区;上海国资改革;创投;证金持股;机构重仓,9429,缩量||回调缩量||阴线
603876.SH,鼎胜新材,19.2,19.29,19.32,19.06,2458236.0,0.52,19.32,19.58,19.92,20.22,19.43,-0.32,21.35,19.92,18.50,30.49,27.99,35.47,4545210100.0,有色金属-有色冶炼加工-铝,锂电池;宁德时代概念,369,价升量涨||缩量||阳线
002715.SZ,登云股份,19.19,19.28,19.8,19.05,1673200.0,0.47,19.21,19.21,18.71,18.72,18.14,0.04,20.02,18.71,17.40,46.19,50.28,38.01,1599551600.0,交运设备-汽车零部件-汽车零部件Ⅲ,尾气治理;壳资源;创投,1888,价升量涨||缩量||阳线
300424.SZ,航新科技,19.19,18.73,19.19,18.69,3037812.0,-1.58,18.99,19.19,20.01,19.92,18.40,-0.52,22.13,20.01,17.89,14.67,17.61,8.8,2954439200.0,国防军工-国防军工-航空装备,航空航天;股权转让;通用航空;军工,1461,缩量||回调缩量||阴线
603619.SH,中曼石油,19.18,19.63,20.48,19.06,10054705.0,3.75,18.90,19.27,18.82,18.83,17.09,-0.23,21.25,18.82,16.39,39.72,37.17,44.82,2813403300.0,采掘-采掘服务-油气钻采服务,一带一路;沪股通;人民币贬值受益;油气开采;天然气,521,价升量涨||放量||阳线
603819.SH,神力股份,19.18,19.17,19.26,18.85,1863287.0,1.7,19.15,18.72,18.41,18.28,17.53,0.11,19.40,18.41,17.42,71.72,75.63,63.92,1075437000.0,机械设备-电气设备-电机,轨道交通;风电,878,价升量缩||缩量||上升通道
002808.SZ,恒久科技,19.17,18.51,19.17,18.35,4582828.0,-1.23,18.82,18.35,17.18,17.05,15.28,0.18,19.93,17.18,14.42,72.03,77.86,60.36,1620334800.0,电子-光学光电子-光学元件,--,983,缩量||价跌量缩||旗形
300188.SZ,美亚柏科,19.15,19.67,20.05,19.09,24106677.0,3.15,19.19,19.37,19.11,18.75,17.22,-0.24,21.30,19.11,16.91,43.45,38.51,53.35,10385208600.0,信息服务-计算机应用-软件开发及服务,禁毒概念;搜索引擎;大数据反恐;电子信息;互联网法院;深股通;依法治国概念;智慧党建;服务机器人;人脸识别;机器人概念;图像识别;电子政务;人工智能;阿里巴巴概念;大数据;无人机;数字中国;网络安全;国产软件;知识产权保护;新基建;态势感知,2959,价升量涨||放量||阳线
300468.SZ,四方精创,19.15,18.83,19.5,18.38,3927876.0,-2.23,19.13,19.38,19.37,18.44,16.04,-0.58,22.11,19.37,16.64,30.38,31.82,27.5,3507710500.0,信息服务-计算机应用-软件开发及服务,国产软件;SDR概念;区块链应用;村镇银行;金融科技;国资驰援;区块链,1426,缩量||价跌量缩||月线长下影线
603139.SH,康惠制药,19.15,19.2,19.75,19.03,1562679.0,0.37,19.02,18.91,18.66,18.43,17.23,-0.05,19.52,18.66,17.80,64.52,62.0,69.56,1029696000.0,医药生物-中药-中药Ⅲ,中医药;医保目录,731,价升量涨||放量||阳线
002034.SZ,旺能环境,19.11,18.34,19.21,18.25,2801662.0,-3.83,18.79,19.07,18.60,18.40,16.45,-0.3,20.17,18.60,17.03,32.64,41.25,15.41,3998868300.0,公用事业-环保工程-环保工程及服务,PPP概念;垃圾发电;固废处理;节能环保;深股通,5352,缩量||价跌量缩||月线长下影线
300396.SZ,迪瑞医疗,19.07,19.58,20.1,18.82,3463564.0,3.22,18.79,18.55,17.57,17.09,15.55,0.19,20.06,17.57,15.08,60.59,57.27,67.23,4748863800.0,医药生物-医疗器械服务-医疗器械Ⅲ,体外诊断;医疗器械概念;证金持股,1685,价升量涨||放量||阳线
002462.SZ,嘉事堂,19.04,18.86,19.36,18.78,4792004.0,-0.69,18.89,18.95,18.66,18.46,16.94,-0.17,19.75,18.66,17.57,42.88,46.18,36.28,4702134400.0,医药生物-医药商业-医药商业Ⅲ,医药电商,3169,缩量||回调缩量||阴线
603158.SH,腾龙股份,18.98,18.51,18.98,18.34,3491800.0,-2.58,18.58,18.73,18.40,18.24,16.68,-0.17,19.48,18.40,17.31,31.83,34.93,25.64,4016136900.0,交运设备-汽车零部件-汽车零部件Ⅲ,节能环保;汽车电子,1494,放量||价跌量缩||阴线
603611.SH,诺力股份,18.93,19.56,19.86,18.64,5227049.0,3.22,18.87,18.71,18.27,17.68,16.74,0.05,20.00,18.27,16.55,58.09,53.64,66.97,4426993300.0,机械设备-专用设备-工程机械,新能源物流车;汽车电子;锂电池;双十一;锂电设备;智能物流,1545,价升量涨||放量||阳线
300024.SZ,机器人,18.91,18.37,18.97,18.32,14595935.0,-2.55,18.53,18.62,18.93,19.27,17.39,-0.35,20.01,18.93,17.86,39.12,34.2,48.96,27805463000.0,机械设备-通用设备-其它通用机械,电梯物联网;高端装备;职业教育;央视财经50;工业4.0;引力波;电梯概念;军工;融资融券;深股通;军用机器人;工业机器人;转融券标的;人机交互;养老概念;3D打印;轨道交通;智能物流;人工智能;增强现实;参股保险;集成电路概念;机器人概念;医疗器械概念;中科院系;MSCI预期;证金持股,3461,缩量||价跌量缩||月线长下影线
300462.SZ,华铭智能,18.91,18.29,18.99,18.2,3813789.0,-3.69,19.35,18.92,18.62,18.90,17.60,-0.05,20.11,18.62,17.12,49.88,60.14,29.35,1415141200.0,信息设备-计算机设备-计算机设备Ⅲ,二维码识别;智能终端;腾讯概念;轨道交通;独角兽概念;新基建;国产软件;芯片概念,1426,缩量||价跌量缩||月线长下影线
002602.SZ,世纪华通,18.85,19.24,19.55,18.7,15852239.0,2.72,18.87,18.84,19.05,19.21,19.66,0.07,19.74,19.05,18.35,42.67,33.67,60.66,31555190000.0,信息服务-通信服务-互联网信息服务,中概股回归;深股通;MSCI概念;网络游戏;手机游戏;送转填权,2825,价升量涨||放量||阳线
600750.SH,江中药业,18.85,18.57,18.87,18.54,5298343.0,-1.43,18.75,19.02,18.71,18.53,18.00,-0.14,19.74,18.71,17.69,16.23,29.4,-10.11,7799400000.0,医药生物-中药-中药Ⅲ,医疗改革;高校;鄱阳湖经济区;健康中国;抗艾滋病;融资融券;沪股通;转融券标的;中医药;医保目录;冬虫夏草;保健品,8246,缩量||回调缩量||阴线
002873.SZ,新天药业,18.79,18.43,18.79,18.4,983728.0,-1.71,18.68,18.91,18.70,18.76,17.92,-0.19,19.70,18.70,17.70,19.0,26.95,3.09,1135190580.0,医药生物-中药-中药Ⅲ,中医药;医保目录,703,缩量||价跌量缩||回调缩量
603680.SH,今创集团,18.78,18.07,18.78,17.89,3004356.0,-3.11,18.75,18.42,17.75,17.63,16.77,0.07,19.54,17.75,15.96,52.16,63.23,30.03,3332792200.0,交运设备-非汽车交运-铁路设备,轨道交通;沪股通,419,缩量||回调缩量||阴线
000997.SZ,新大陆,18.77,18.22,18.77,18.11,17543880.0,-0.22,18.22,18.18,18.08,18.14,17.26,-0.09,18.91,18.08,17.25,52.02,47.17,61.71,18301539000.0,信息设备-计算机设备-计算机设备Ⅲ,参股新三板;物联网;移动金融;二维码识别;移动pos机;网络游戏;电子发票;大数据;电子商务;福建物联网;智能交通;小额贷款;食品中国峰会;金融IC;安防;智慧城市;融资融券;深股通;芯片概念;转融券标的;白马股;物联网感知层;医药安全;电子标签;互联网+;数字中国;无人零售;互联网金融;移动支付;MSCI预期;台湾概念股;证金持股,6832,放量||阴线||价跌量升
300398.SZ,飞凯材料,18.74,18.28,18.79,18.16,3462952.0,-2.19,18.76,18.66,18.85,19.02,17.83,-0.21,19.78,18.85,17.93,32.32,37.22,22.51,6544798000.0,化工-化学制品-涂料油漆油墨制造,宽带中国;参股新三板;深股通;新材料概念;光纤;集成电路概念;年报预增;机构重仓,1656,缩量||价跌量缩||回调缩量
002370.SZ,亚太药业,18.72,17.57,18.72,17.54,15401710.0,-4.77,18.34,19.40,18.39,16.71,13.78,-0.79,22.29,18.39,14.50,17.26,32.07,-12.37,7155126900.0,医药生物-化学制药-化学制剂,股权转让;深股通;创新药,3324,缩量||回调缩量||阴线
002840.SZ,华统股份,18.72,19.67,19.9,18.63,9836488.0,5.13,18.83,18.76,18.87,19.38,17.49,-0.1,19.90,18.87,17.85,58.89,44.91,86.86,2886298700.0,食品饮料-食品加工制造-肉制品,饲料;猪肉,832,价升量涨||放量||阳线
002767.SZ,先锋电子,18.7,18.47,19.5,18.41,3821835.0,-1.18,18.17,17.59,17.14,16.71,15.53,0.22,18.64,17.14,15.65,63.85,58.39,74.79,2283570800.0,机械设备-电气设备-电气自控设备,智慧城市;物联网,1410,放量||价跌量缩||阴线
600999.SH,招商证券,18.7,18.03,18.75,17.89,31682499.0,-2.65,18.18,18.16,17.82,17.77,16.96,-0.05,19.14,17.82,16.50,48.58,52.31,41.12,88413702000.0,金融服务-证券-证券Ⅲ,MSCI概念;招商系;融资融券;沪股通;转融券标的;央企国资改革;机构重仓,3443,缩量||回调缩量||阴线
603183.SH,建研院,18.69,18.01,18.72,17.99,3297640.0,-3.84,18.89,18.80,18.50,18.28,17.30,-0.12,19.59,18.50,17.42,34.27,53.91,-5.02,1327649740.0,建筑材料-建筑装饰-专业工程,低碳;建筑节能;绿色建筑,594,缩量||回调缩量||阴线
603319.SH,湘油泵,18.69,18.68,18.79,18.46,905935.0,-0.32,18.82,18.77,18.58,18.51,17.69,-0.08,19.43,18.58,17.74,45.82,52.04,33.4,1370923700.0,交运设备-汽车零部件-汽车零部件Ⅲ,--,873,缩量||价跌量缩||回调缩量
300395.SZ,菲利华,18.64,18.63,18.94,18.4,3259433.0,1.09,18.65,18.79,19.16,19.19,18.28,-0.35,20.75,19.16,17.57,25.83,24.07,29.35,5013020400.0,有色金属-新材料-非金属新材料,航天军工;OLED;军民融合;蓝宝石;光纤光缆;OLED材料;5G,1685,价升量缩||缩量||月线长下影线
600120.SH,浙江东方,18.63,18.11,18.9,18.0,21435162.0,1.68,17.97,17.93,18.01,17.91,16.30,-0.24,18.77,18.01,17.25,34.25,32.42,37.91,12045403300.0,金融服务-保险及其他-多元金融,量子通信;外贸;参股保险;供应链金融;互联网期货;参股券商;融资融券;职业教育;转融券标的;金改;浙江国资改革;地方国资改革;债转股;信托概念;期货概念;创投;证金持股;独角兽概念;科创板IPO,7812,价升量涨||放量||阴线
002732.SZ,燕塘乳业,18.62,18.57,18.94,18.52,939288.0,0.11,18.63,18.83,18.86,18.95,17.77,-0.26,19.60,18.86,18.11,17.59,23.86,5.03,2889888000.0,食品饮料-食品加工制造-乳品,电子商务;冷链物流;乳业;央企国资改革,1599,价升量缩||缩量||阴线
300046.SZ,台基股份,18.61,18.57,19.08,18.53,6206507.0,-0.27,18.93,18.41,17.61,17.26,14.94,0.01,19.59,17.61,15.63,72.21,75.64,65.35,3957638400.0,电子-半导体及元件-分立器件,沪台通;芯片概念;IGBT;参股新三板;芯片制造;文化传媒;集成电路概念;影视娱乐,3379,缩量||价跌量缩||月线长下影线
603887.SH,城地股份,18.6,18.23,18.6,18.11,1252040.0,-0.82,18.37,18.45,18.58,18.69,16.94,-0.31,19.63,18.58,17.53,39.86,40.17,39.24,1512479700.0,建筑材料-建筑装饰-房屋建设,PPP概念;边缘计算,924,缩量||月线长下影线||回调缩量
002788.SZ,鹭燕医药,18.59,17.42,18.59,17.36,15805816.0,-1.02,16.63,16.39,16.06,15.82,14.69,0.15,17.33,16.06,14.79,59.35,53.69,70.66,3256835000.0,医药生物-医药商业-医药商业Ⅲ,中医药;医疗器械概念;高送转,1159,放量||强中选强||阴线
601966.SH,玲珑轮胎,18.58,18.2,18.7,18.1,3406744.0,-2.05,18.54,18.65,18.28,17.83,16.58,-0.23,19.87,18.28,16.70,39.35,47.57,22.89,7178212200.0,化工-化工合成材料-轮胎,汽车制造概念;沪股通;MSCI概念;体育产业,1020,缩量||价跌量缩||回调缩量
300471.SZ,厚普股份,18.54,17.08,18.98,17.0,71773170.0,-7.48,16.43,14.95,13.58,12.36,9.30,0.57,17.94,13.58,9.23,80.54,77.35,86.92,4667494300.0,机械设备-专用设备-其它专用机械,LNG动力船;页岩气;LNG加气站;天然气;股权转让;燃料电池;氢能源,1411,放量||强中选强||月线长下影线
603306.SH,华懋科技,18.52,18.12,18.69,17.65,1754347.0,-2.16,18.30,18.56,17.68,17.15,16.09,-0.08,19.86,17.68,15.49,36.79,49.37,11.63,5563197100.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念;沪股通;白马股,1669,缩量||回调缩量||阴线
603955.SH,大千生态,18.51,17.9,18.57,17.85,1111292.0,-3.24,18.30,18.27,18.18,17.98,16.58,-0.2,19.00,18.18,17.35,48.65,53.73,38.5,1276631810.0,建筑材料-建筑装饰-装饰园林,美丽中国;特色小镇;PPP概念;园林开发,773,缩量||回调缩量||阴线
002779.SZ,中坚科技,18.5,18.23,18.65,18.15,441291.0,-1.83,18.41,18.59,18.66,18.66,17.97,-0.2,19.41,18.66,17.90,24.64,30.16,13.6,2240276000.0,机械设备-专用设备-其它专用机械,乡村振兴,1230,缩量||价跌量缩||回调缩量
600835.SH,上海机电,18.5,18.15,18.66,18.08,4844634.0,-2.05,18.47,18.65,18.35,18.19,17.77,-0.15,19.74,18.35,16.97,21.5,32.8,-1.1,14638053000.0,机械设备-专用设备-楼宇设备,电梯概念;电梯物联网;融资融券;沪股通;转融券标的;工业机器人;机器人概念;地方国资改革;MSCI预期;上海国资改革,9188,缩量||回调缩量||阴线
600753.SH,东方银星,18.46,18.62,18.93,18.16,5970369.0,1.64,18.45,18.52,18.50,18.22,17.25,-0.19,19.56,18.50,17.44,43.67,34.67,61.68,2383360000.0,商业贸易-贸易-贸易Ⅲ,股权转让;煤化工,8242,价升量涨||放量||阳线
603976.SH,正川股份,18.46,18.13,18.57,18.08,1216480.0,-1.68,18.48,18.82,19.60,19.78,18.94,-0.51,21.61,19.60,17.59,12.28,17.18,2.48,694377880.0,医药生物-医疗器械服务-医疗器械Ⅲ,--,608,缩量||回调缩量||阴线
600562.SH,国睿科技,18.45,17.88,18.59,17.86,4647364.0,-2.35,18.11,18.08,18.19,17.87,16.33,-0.27,19.34,18.19,17.03,40.25,36.26,48.24,10755250300.0,国防军工-国防军工-地面兵装,PPP概念;军工改制;预警机;沪股通;雷达;贸易战影响股;轨道交通;军民融合;央企国资改革;新基建;中国电科系,5928,缩量||价跌量缩||回调缩量
603179.SH,新泉股份,18.44,18.4,18.7,18.28,2754907.0,-0.49,18.48,18.71,18.23,18.03,17.34,-0.12,19.76,18.23,16.71,27.66,35.06,12.86,1746626500.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念;白马股,766,缩量||价跌量缩||回调缩量
000401.SZ,冀东水泥,18.43,17.17,18.43,16.8,66314953.0,-7.69,18.40,18.60,18.30,17.78,15.94,-0.49,20.29,18.30,16.31,24.44,33.84,5.64,23131725000.0,建筑材料-建筑材料-水泥制造,债转股;北京环球影城;京津冀一体化;南水北调;固废处理;冬奥会;雄安基建;保障房;融资融券;深股通;转融券标的;地方国资改革;水泥;北京国资改革;雄安新区;年报预增;MSCI预期,8347,放量||阴线||价跌量升
002911.SZ,佛燃股份,18.39,18.68,18.75,18.31,4131409.0,1.58,18.38,18.24,17.98,17.96,17.42,0.07,18.82,17.98,17.13,70.05,62.51,85.12,5062280000.0,公用事业-燃气水务-燃气Ⅲ,深股通;充电桩;广东国资改革;地方国资改革;天然气;机构重仓,516,价升量涨||放量||阳线
300085.SZ,银之杰,18.39,17.72,18.4,17.45,16655902.0,-2.9,18.31,18.60,18.36,18.37,14.52,-0.64,20.43,18.36,16.28,26.31,32.42,14.08,7329197700.0,信息服务-计算机应用-软件开发及服务,云计算;参股券商;跨境电商;征信;金融科技;深股通;区块链储备;区块链;互联网保险;大数据;移动互联网;电子商务;互联网金融;国产软件,3253,缩量||价跌量缩||回调缩量
603466.SH,风语筑,18.37,19.47,19.54,18.1,9253013.0,7.16,18.49,18.48,18.58,18.89,17.71,-0.11,20.16,18.58,17.00,54.95,41.72,81.41,1713360000.0,建筑材料-建筑装饰-装饰园林,虚拟现实;裸眼3D;白马股;文化传媒;成泉资本持股;沪股通,549,价升量涨||放量||阳线
603637.SH,镇海股份,18.33,19.3,19.65,18.28,9654922.0,7.4,18.07,17.58,17.38,17.20,16.28,0.22,18.71,17.38,16.05,63.39,51.79,86.6,834222180.0,建筑材料-建筑装饰-专业工程,油品升级;节能环保;氢能源,803,价升量涨||放量||阳线
